"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.2252","Chr2","IFT3","1",342.599580017683,561.847317936607,353.816340035041,373.434739687769,1.05544797521444,0.68610735849003,0.70627506584819,"Chr2",1431731,1433269,"W","2",1432500,209.082419147783,157.965291614679,1.51484959759844
"orf19.5892","Chr3","HUL4","1",875.857024844528,1512.48868371145,1000.72589206896,874.41653811792,0.873782266500673,0.623214887538053,0.0761500734903569,"Chr3",919720,922404,"W","3",921062,475.070053245994,504.17383951603,0.146834779950322
"orf19.1589","Chr2","RRN7","1",750.764305347326,1340.78908588890,814.89578551885,799.531777536477,0.981146045598222,0.902421239376381,0.814550559329212,"Chr2",530101,531414,"W","2",530757.5,359.714038321845,242.927466461812,0.240643813699992
"orf19.5379","Chr3","ERG4","1",2224.10177603506,3915.56043956044,2704.85252999716,2345.29893427252,0.867070906181707,0.385374388317960,0.406393404067836,"Chr3",143573,144982,"W","3",144277.5,784.527017515317,526.510907620921,0.311481927371745
"orf19.389","Chr1","","1",462.306059882147,891.944518125553,506.502736647322,574.934443384765,1.13510629219974,0.543680633245651,0.505449045902968,"Chr1",1856370,1855999,"C","1",1856184.5,185.738489542870,44.2039523315484,0.526015763715694
"orf19.7086","Chr7","KAP114","1",669.556218456706,1727.85016877406,754.802705770109,1037.71498324770,1.3748161941059,0.0346496995307829,0.0119341113267873,"Chr7",55866,52951,"C","7",54408.5,142.291760384691,261.318755104841,0.239426052043309
"orf19.2275","Chr2","RPL12B","1",2735.28201890957,4720.7121252127,3261.32242007009,2713.1403667417,0.831914179979601,0.380012395641013,0.101101561682139,"Chr2",1467906,1467382,"C","2",1467644,1006.71592748319,1186.60064384352,0.237202827050002
"orf19.7518","ChrR","TEA2","1",656.894988493559,1337.32456518216,718.84714914768,783.981031102375,1.09060880610283,0.752903948051246,0.608728322871256,"ChrR",41616,43364,"W","R",42490,131.004218733686,238.758984433473,0.227889994170807
"orf19.6941","Chr3","DGA1","1",1243.56083428066,2576.6385841274,1469.46000304891,1586.64818437312,1.07974914668046,0.607097148231442,0.396364020970366,"Chr3",791740,793473,"W","3",792606.5,306.228295515925,402.992787111804,0.190866033559761
"orf19.2848","ChrR","APG13","1",509.907365950243,898.43543956044,554.646197071513,548.676136551976,0.989236272508386,0.923978789450413,0.867768833445615,"ChrR",664683,666968,"W","R",665825.5,367.184971782209,359.275129112744,1.18891141250733
"orf19.458","ChrR","BCS1","1",967.567528735632,1703.72563288194,1080.91049485983,982.55832778319,0.909009887919173,0.84354636511138,0.452250039698200,"Chr1",1251285,1249951,"C","R",1250618,658.753556469639,568.562892361042,0.194316149645921
"orf19.2752","Chr4","ADR1","1",1008.91043728907,1410.21660515355,1098.68196341600,792.043460349433,0.720903306619165,0.330248144427641,0.0201671977143439,"Chr4",508875,504619,"C","4",506747,590.359622120237,392.066263854656,0.177927584245840
"orf19.2841","ChrR","PGM2","1",1524.35098522167,3633.80987421028,1803.94516965041,2243.91805855813,1.24389482358434,0.353214438790016,0.276178554378728,"ChrR",644432,646114,"W","R",645273,717.098262242982,892.164470681535,0.500048182614074
"orf19.4842","Chr1","","1",404.564544650752,861.930611785875,456.285227268312,530.611413295951,1.16289413197227,0.55060066405877,0.563140209047225,"Chr1",2142370,2142711,"W","1",2142540.5,299.302958408817,59.9680926440065,1.59211625874883
"orf19.4028","Chr5","RER2","1",458.295059032562,748.535706252812,499.892418777426,481.691514146891,0.963590356751062,0.907774252706573,0.919713154405247,"Chr5",1155364,1154378,"C","5",1154871,168.931920315068,39.4870708720867,0.601489344274689
"orf19.556","ChrR","","1",730.225274725275,2087.74954627949,846.271431859941,1146.58951309761,1.35487205396693,0.629291239861118,0.61746417633977,"ChrR",1124656,1124237,"C","R",1124446.5,214.021109829374,648.619048639554,0.667475108693608
"orf19.2601","ChrR","HEM1","1",9623.91784569767,12819.0961906867,12361.2816551393,8893.71123049567,0.719481319058693,0.266226163725946,0.0809106864430549,"ChrR",437762,436068,"C","R",436915,6907.90972690431,6119.46071062775,0.247732190979851
"orf19.6354","Chr1","","1",188.480121889605,315.448520173112,149.168851327883,197.840330105807,1.21227484910188,0.485964047617772,0.532441051786115,"Chr1",2767135,2766485,"C","1",2766810,45.7509120256818,94.0043502867601,0.0184318199719409
"orf19.2606","ChrR","HDA1","1",398.693224828207,602.164546534329,403.423334807959,351.786541015843,0.872003453105416,0.772781588475282,0.748828226362329,"ChrR",451926,449425,"C","R",450675.5,236.574166013513,172.900475562999,1.05582971192083
"orf19.4117","Chr2","","1",844.428928754246,1510.03645022968,951.417162398697,918.019785655054,0.964897231137347,0.685224936703821,0.463830593521172,"Chr2",1234899,1236332,"W","2",1235615.5,141.258505876518,150.854469845986,0.113854755359362
"orf19.852","Chr2","SAP98(CAR3)","1",697.425118665364,1277.44188482682,815.352957539096,869.913593295497,1.06691658532898,0.835092831162733,0.492986199932287,"Chr2",775506,776600,"W","2",776053,408.642184196791,482.94604263904,0.222489821471739
"orf19.315","Chr3","","1",532.62798408488,1380.55814215025,575.388304642691,872.68423016034,1.51668746673999,0.768332868740584,0.801820412232419,"Chr3",674418,673804,"C","3",674111,293.377018258535,811.498604871535,2.44215992954244
"orf19.3492",NA,"CTN95","1",339.463698481394,567.069587928708,329.338024522626,342.212707804816,1.03909261100613,0.854819014002871,0.867611382051002,"Chr?",NA,NA,NA,NA,NA,136.228851507441,132.951410653965,0.988929112775258
"orf19.1123","Chr5","","1",248.17332123412,457.311551147985,238.120418361620,308.419219743775,1.28749120242848,0.46004850342975,0.485785803245637,"Chr5",823876,823523,"C","5",823699.5,45.6099359855564,92.316228380207,0.126294210764698
"orf19.860","Chr2","","1",465.007397056966,717.954654956356,485.423745716789,435.924764356715,0.898029336642809,0.859828712692372,0.828765455255238,"Chr2",759530,761614,"W","2",760572,215.588858904941,166.620985119949,0.881254018661206
"orf19.6422","ChrR","SSY5","1",1054.96331570461,1926.48911036563,1211.98968033352,1199.77770353896,0.989924025762994,0.85102830808386,0.878967816889516,"ChrR",1844872,1842365,"C","R",1843618.5,154.189720136243,240.413659420829,0.290193726673327
"orf19.3394","Chr6","","1",950.681239737274,1452.61390905424,1062.75687057343,812.708900032418,0.764717615604694,0.376163908429625,0.221688434265487,"Chr6",389365,389994,"W","6",389679.5,252.501089355854,399.100684956155,0.256069250619101
"orf19.5078","Chr1","","1",547.681192370848,1401.61862990810,645.291098004205,970.11262954955,1.50337209447019,0.427225501293992,0.145244328937767,"Chr1",1756611,1757018,"W","1",1756814.5,343.078107044207,517.836577634421,0.498684250407357
"orf19.2489","Chr1","KAP123","1",2128.97806075755,4556.14061545079,2404.89354041416,2526.4073447394,1.05052772702126,0.856777725216775,0.752248588460339,"Chr1",1180942,1177613,"C","1",1179277.5,1582.66787253404,1615.73272080832,0.559428873284794
"orf19.4474","Chr1","","1",951.005478439689,2127.98076189036,1135.38730041487,1276.86992755733,1.12461177528652,0.524838211346193,0.37136176647136,"Chr1",839357,840283,"W","1",839820,399.203676806718,444.337973134571,0.359831741187448
"orf19.5971","Chr3","","1",490.297013310147,762.221791353937,529.928079911434,482.657325143015,0.910797792077145,0.76141243102753,0.687837981364504,"Chr3",1079004,1080848,"W","3",1079926,239.416879521904,206.815894118258,0.706624999865533
"orf19.5430","Chr3","","1",2670.46603217815,5080.12659021366,3340.31658890674,3073.63272572498,0.920162099584385,0.625252315909084,0.59627119302012,"Chr3",53342,52683,"C","3",53012.5,202.760793958517,1098.22685067859,0.315942973474549
"orf19.5617","Chr6","","1",650.815566491383,1014.58394604992,717.865726748273,660.716768288666,0.920390462547257,0.891224813820333,0.710650642717694,"Chr6",689489,690928,"W","6",690208.5,398.332902344241,383.876440277582,0.306414696094221
"orf19.6138","ChrR","FRE6","1",284.150302488273,434.649756852343,268.011945063739,276.010371229685,1.02984354359297,0.649521576342683,0.694091410391982,"ChrR",1589667,1591859,"W","R",1590763,160.934122697787,97.5934204327315,1.98324806807306
"orf19.850","Chr2","NTA1","1",523.616665941658,932.880194518126,541.764415590939,536.084416647618,0.98951574008949,0.739726811969117,0.66695262693345,"Chr2",782299,783423,"W","2",782861,446.372161636813,404.330396511543,4.92782013894538
"orf19.2437","Chr1","ARC35","1",1002.40815649867,2281.48457710368,1175.55414771779,1431.76334195354,1.21794759070277,0.422510510006733,0.0204455800062919,"Chr1",1274579,1273539,"C","1",1274059,426.429083894395,575.15552485545,0.161119314078475
"orf19.4177","Chr4","HIS5","1",1667.85167605131,3996.38933948927,1971.04561828669,2265.98865580007,1.14963785453619,0.763073119575075,0.539989315618731,"Chr4",111284,112452,"W","4",111868,596.002591744898,1087.1548938972,0.314516638077148
"orf19.2494","Chr1","PET112","1",529.760649551598,847.949290223791,554.843174201117,525.223974536516,0.946616988291786,0.954591597546806,0.913369437262019,"Chr1",1174293,1175759,"W","1",1175026,236.097934495091,146.466118319435,0.315798120441231
"orf19.976","Chr5","BRE1","1",938.84653505057,1042.17428476696,1058.28561518689,674.794482865198,0.637629835633768,0.522191057941692,0.174818121953004,"Chr5",35884,33839,"C","5",34861.5,870.788781200868,535.561406701771,0.550285085788275
"orf19.6452","Chr7","RBP2/RBP1","1",4552.22323436797,10177.5977011494,6082.94571567573,6422.75537134383,1.05586268093638,0.860714694028778,0.795994296628226,"Chr7",553021,552647,"C","7",552834,2360.80624189367,2124.59342494884,0.390954376734642
"orf19.5886","Chr3","CUP5","1",22664.2688834154,29108.8915782493,27932.9957994282,18547.7619335471,0.66400904746231,0.00201514813355446,0.0266610963600745,"Chr3",912144,912924,"W","3",912534,5246.82080464702,2826.73073347346,0.210992236016695
"orf19.5776","Chr2","TOM1","1",4802.52236997223,7711.12671987218,5718.19377884064,4463.51032179007,0.780580458519376,0.597272785536053,0.190785759582422,"Chr2",654280,644421,"C","2",649350.5,3653.09215428821,3124.57566070682,0.295642390981625
"orf19.5665","Chr4","","1",1030.23457017876,2117.06849046799,1145.85848120912,1169.26799741603,1.02042967486021,0.836184237065656,0.684392874751603,"Chr4",58588,59571,"W","4",59079.5,375.788395853807,587.606053412854,0.322866272394584
"orf19.1862","Chr2","","1",11685.6286630037,29319.91557184,16242.0138818901,19283.4686311101,1.18725847492417,0.707080720266256,0.573721883127766,"Chr2",1556967,1556602,"C","2",1556784.5,9614.60352836945,9335.69521993747,0.654621004155053
"orf19.6783","Chr3","MRS6","1",2332.73173719555,2698.20260171871,2691.64383770028,1548.56323204714,0.575322488940521,0.0720856662311615,0.0200817100126559,"Chr3",1641719,1639707,"C","3",1640713,1088.35705443877,656.141769097419,0.218912716148488
"orf19.3362","Chr4","","1",368.595674226459,465.324372455665,382.018470685217,305.201752374423,0.798918837162481,0.638434760316118,0.632207329674701,"Chr4",704123,702780,"C","4",703451.5,179.405470859981,99.6588156518535,0.837306136423617
"orf19.7344","ChrR","PLO1","1",588.515765125679,828.308134809836,625.101256996303,490.273255078129,0.784310141102513,0.400532924171562,0.0251429029632305,"ChrR",2023797,2026304,"W","R",2025050.5,293.505874855285,218.760621645642,0.149516224935970
"orf19.3520",NA,"","1",1638.55463260273,2345.81171679198,1869.98863120526,1309.08863880554,0.700051656443382,0.390404532641742,0.165989747385798,"ChrR",NA,NA,NA,NA,NA,641.531829045984,698.334983408938,0.244217081434798
"orf19.6807","Chr3","","1",404.256419120303,664.434834322765,433.818628995635,442.194128746634,1.01930645479746,0.659905060445211,0.692947748305186,"Chr3",1585404,1587233,"W","3",1586318.5,182.385473074236,76.0307162702709,1.00014089700012
"orf19.1724","Chr3","","1",191.903846153846,279.476158344579,153.036793249066,177.114992937664,1.05938751703435,0.509351959022292,0.545071337381684,"Chr3",273917,274384,"W","3",274150.5,64.9034304549105,64.0532651633842,0.0898652184089821
"orf19.2472","Chr1","","1",276.304881899709,489.234526967286,262.608136004430,310.613673374055,1.18280293253677,0.535865695996406,0.523238315396695,"Chr1",1211776,1211084,"C","1",1211430,180.209450886404,11.2820502022816,2.34962566702015
"orf19.3868","ChrR","","1",245.203580901857,335.763015330666,223.256723055532,209.769600750434,0.919354543618051,0.531648030763798,0.558062030875722,"ChrR",1316245,1315892,"C","R",1316068.5,134.238240783055,62.2347516049821,0.124967481972203
"orf19.7483","ChrR","CRM1","1",1239.47357368886,1870.0995500057,1411.88734525795,1170.73191031467,0.829196404547971,0.835513654081407,0.538810532932187,"ChrR",125565,122326,"C","R",123945.5,1109.39204772286,792.366196779696,0.353184644331946
"orf19.1027","Chr1","PDR16","1",1386.03411629206,1980.69240658011,1650.93586055346,1185.09421836366,0.717831774498114,0.647505848338645,0.130737219083818,"Chr1",801804,802913,"W","1",802358.5,1350.40583728489,980.573499275576,0.316978278493156
"orf19.6315","ChrR","","1",514.810519072562,852.603037766831,546.398517835229,521.718948209447,0.954832290315209,0.81376938753352,0.755022491914549,"ChrR",1035531,1034962,"C","R",1035246.5,122.235819860632,81.208663161646,0.193262582924770
"orf19.3014","Chr1","BMH1","1",18949.1198173538,29195.9208664898,23020.0327768546,17657.2319290642,0.767037653691682,0.326691446319325,0.252048857095362,"Chr1",675941,675147,"C","1",675544,10519.5733752154,5899.3335577145,0.282332421776917
"orf19.6405","ChrR","","1",235.476000661227,354.740435028774,216.543704906319,232.139744061041,1.05712272211797,0.272286004683365,0.323866111176021,"ChrR",1812862,1811910,"C","R",1812386,68.5288139212721,103.851640282464,0.0437896465229506
"orf19.6555","Chr7","","1",337.509446693657,506.045566502463,330.079592686318,330.209022270352,1.0003921162862,0.857069568797836,0.892308138198475,"Chr7",369533,369889,"W","7",369711,141.281525573248,60.227562443162,0.779860776622589
"orf19.5248","Chr1","","1",1242.48981649526,2447.08489614842,1534.01949931642,1728.37518258605,1.12669700962487,0.85836549413354,0.712921359284614,"Chr1",2655656,2656165,"W","1",2655910.5,441.976800966097,900.918367062636,0.269807307763293
"orf19.3533","Chr2","EMI1","1",1012.60096264645,2325.60278303831,1159.24094806043,1317.87135023419,1.13683988858327,0.68575971278515,0.481899852698793,"Chr2",1043006,1043455,"W","2",1043230.5,203.658481090177,529.414363731652,0.282325708464001
"orf19.6763","Chr3","SLK19/KER1","1",5277.8651771449,8538.75920033389,6267.02768922611,4829.14790019814,0.770564315281407,0.552983119116081,0.0784826778750863,"Chr3",1680834,1677241,"C","3",1679037.5,3799.86696575612,3317.46068267676,0.242848428917468
"orf19.5523","Chr6","","1",248.4834682861,415.7277676951,224.206021824740,259.921815391137,1.15929899329071,0.547423911254401,0.578479780391415,"Chr6",523440,522760,"C","6",523100,169.642121282468,38.3605959983118,4.22661232902025
"orf19.3759","Chr1","ELP4","1",909.107737291948,1471.10789934703,1099.31531612019,934.797132960511,0.85034486398287,0.464960863604836,0.118871642019832,"Chr1",2744674,2743334,"C","1",2744004,385.194234197059,187.788137732466,0.140938657413901
"orf19.1155","Chr1","DPP3","1",1460.36180831167,2254.25842332954,1698.89505780562,1374.3737649242,0.80898096595761,0.0487121962641328,0.0510823276357352,"Chr1",2553615,2552761,"C","1",2553188,306.448435649293,189.107387372029,0.15813262254591
"orf19.6802","Chr3","","1",637.146919021692,1199.4490114086,701.333454353937,742.725856282545,1.05901957431467,0.639388052310347,0.368985422790768,"Chr3",1599534,1600667,"W","3",1600100.5,329.140405886775,246.138752825555,0.432851090961296
"orf19.6662","Chr5","","1",463.25,606.668481548699,511.523691488351,381.860990396294,0.746516723957036,0.474977278352998,0.541265606678479,"Chr5",793054,792509,"C","5",792781.5,199.690402337743,37.5390694109540,0.523520763736727
"orf19.2797","Chr1","","1",698.836375970417,1247.42197170645,829.522892220504,843.706597498067,1.01709863032182,0.988402121800434,0.9681761156318,"Chr1",1621285,1619414,"C","1",1620349.5,657.759221081567,648.582518043847,0.499447211358713
"orf19.2366","ChrR","","1",538.593746052798,985.560173831807,616.598651489821,675.062198275095,1.09481620928624,0.67683774045491,0.570623879300715,"Chr6",1496798,1499395,"W","R",1498096.5,549.261186017163,569.305397780238,7.58741197466819
"orf19.1369","Chr2","","1",517.221475162265,1071.37864721485,553.997814611251,639.501944127717,1.15434019279745,0.589724939111696,0.450965372443223,"Chr2",2004474,2003170,"C","2",2003822,238.765257115878,271.890468491602,0.797453607443484
"orf19.1072",NA,"","1",442.903903311502,838.217281710022,468.794851455656,524.533764411595,1.11889830441368,0.778069535589322,0.843456813407839,"Chr?",NA,NA,NA,NA,NA,119.001526707448,211.245501733168,0.885187618941926
"orf19.5580","Chr6","TEL1","1",676.122959642697,1104.46827684456,730.759427714071,669.874220068567,0.916682282381272,0.589875933976697,0.0498958648547773,"Chr6",621297,629918,"W","6",625607.5,192.129295867277,211.554150077550,0.0883393725938185
"orf19.6274","Chr1","","1",238.571349627384,383.718189151039,214.925706439560,252.661723241928,1.17557702811590,0.547581828277921,0.608817211848091,"Chr1",1357355,1356828,"C","1",1357091.5,166.771003325843,82.102438824368,8.18183021197598
"orf19.5382","Chr3","","1",517.229679802956,640.20296430732,531.378745747204,383.024996848087,0.720813543849016,0.346675717396776,0.143031615738171,"Chr3",138357,138818,"W","3",138587.5,176.807235972322,147.218874971822,0.195731379100209
"orf19.3910","Chr5","RNY1","1",418.73167708728,587.502888798034,438.380030876131,381.104574177246,0.869347477839227,0.66988575712247,0.598074162141386,"Chr5",944289,945530,"W","5",944909.5,182.476974548009,151.543902755622,0.587806619411193
"orf19.6758","Chr3","GCY2","1",1464.77897741413,3585.58157316416,1794.57487933890,2104.66810945616,1.17279481268093,0.756066529895136,0.435213769220215,"Chr3",1687722,1688591,"W","3",1688156.5,1163.87833576889,1635.35418893072,0.514511444255046
"orf19.7340","ChrR","","1",236.964882943144,409.282272325376,221.324530631846,275.280623011387,1.24378722153168,0.488511569795304,0.541224870158087,"ChrR",2006798,2006466,"C","R",2006632,194.094198426408,138.439837640671,114.033401678623
"orf19.3158","Chr3","RMD1","1",688.511266700128,1063.50994386049,761.199115495497,700.46898981258,0.920217818903552,0.79096056469757,0.609851430976046,"Chr3",249691,248264,"C","3",248977.5,310.136314513765,262.178627108852,0.262292230632036
"orf19.3509",NA,"","1",196.931270483902,290.824049513705,157.885393698087,186.514678515589,1.08582123880640,0.512199783338975,0.564238769471718,"Chr6",NA,NA,NA,NA,NA,102.145962278879,104.025289395249,0.162239410572044
"orf19.2033","Chr2","PGA19","1",194.483974358974,278.623577025717,155.553033974985,176.762455488635,1.04750327341846,0.273913515129405,0.32321012078517,"Chr2",152919,153608,"W","2",153263.5,66.1376593161145,76.077423275893,0.0810939680305545
"orf19.5122",NA,"","1",281.84792219275,455.891688770999,272.659643401273,302.5595772343,1.10966028364169,0.620520983475728,0.682258810141324,"Chr1",NA,NA,NA,NA,NA,183.331852272240,83.2852651426947,3.21000757035187
"orf19.14",NA,"","1",20365.6501831502,33818.8276870337,26728.7911443279,22023.8079249863,0.823973213231528,0.44662505001388,0.378653622083945,"ChrR",NA,NA,NA,NA,NA,7203.48722586687,6583.48573860881,0.258371165437984
"orf19.6",NA,"","1",468.398292925062,807.565739060294,518.854218652029,513.416719541036,0.989520179434757,0.978248916959297,0.98548337889448,"Chr?",NA,NA,NA,NA,NA,196.406031044982,219.010326078369,1.10181617461642
"orf19.3297","Chr1","","1",986.10323942039,2318.60123008671,1201.30658436294,1462.00431627590,1.21701182304866,0.288734437438079,0.160767858067720,"Chr1",212754,212446,"C","1",212600,299.947338993044,151.578243029144,0.208470379374601
"orf19.618",NA,"","1",316.764367816092,569.032873131104,311.585550418309,373.442585088773,1.19852343790468,0.608483908539435,0.72370379559747,"Chr?",NA,NA,NA,NA,NA,147.873401728169,154.621588108518,1.81558161614141
"orf19.5585","Chr6","SAP5","1",288.898071327745,527.184758841179,277.0841640699,328.335100012306,1.18496522929934,0.493855514368217,0.542331673400297,"Chr6",635343,636599,"W","6",635971,156.918023567099,157.889645460991,5.17030907323086
"orf19.6492","Chr7","PAK3","1",705.638720474927,1300.11806566593,851.99801528933,900.534390527748,1.05696770927563,0.891377206764194,0.642818053990357,"Chr7",485038,483812,"C","7",484425,433.396122256869,539.185915488704,0.197907564835092
"orf19.1232","Chr1","VRG4","1",1441.46754541083,2237.15450928382,1604.10357494066,1217.97332474174,0.759285961186638,0.439821662848256,0.109196764691668,"Chr4",1675385,1674270,"C","1",1674827.5,830.999489292286,745.195776459346,0.265667428874201
"orf19.1439","Chr4","IPK1","1",554.201372407588,962.701342666579,584.692458272786,571.55719362699,0.977534745899412,0.949861513492218,0.818777574429765,"Chr4",699815,700899,"W","4",700357,209.105917121759,189.716025400107,0.157815048828302
"orf19.6930","Chr3","SOL1","1",863.741795684479,1717.95521069264,1018.84021681532,1127.43873631529,1.10659033448781,0.801850037666288,0.220163857814306,"Chr3",807031,806315,"C","3",806673,505.166825375254,622.698876752022,0.149229696901851
"orf19.3366","Chr4","CSH3","1",1299.44941265631,3466.40035987404,1569.67803668834,2164.31768969782,1.37882905864188,0.301814065469459,0.0839015626068373,"Chr4",710548,711258,"W","4",710903,430.142317553701,972.602852192046,0.362763439831657
"orf19.2419","ChrR","DOM34","1",494.805610123895,1043.41962554485,549.9730636596,679.826113402136,1.2361080175063,0.424121960402905,0.242868065299481,"ChrR",699802,700983,"W","R",700392.5,318.933316078914,320.897425816594,1.11604354287617
"orf19.1367","Chr2","MTW1","1",489.491474043198,852.841225660305,512.887764555223,534.609741383333,1.04235230069672,0.724870068390115,0.602442943707779,"Chr2",2013270,2014214,"W","2",2013742,298.81781414792,239.006100296418,1.12375866100851
"orf19.7130","Chr7","","1",227.873973727422,430.948717948718,194.599452046487,271.514679167546,1.39524893987207,0.522811447047408,0.633938175588399,"Chr7",940504,940905,"W","7",940704.5,152.166743804020,176.632740077384,8.9927785073547
"orf19.5371",NA,"","1",224.016941391941,402.595963826454,196.063086701306,262.742270580595,1.34009045252293,0.487777819992321,0.562246254681326,"Chr?",NA,NA,NA,NA,NA,162.234201597203,133.066947673726,26.0707826804986
"orf19.4200","Chr6","","1",189.098806366048,331.813369630974,151.198301999381,216.958376720369,1.30967585189958,0.489177540618241,0.556365814348915,"Chr6",107409,107768,"W","6",107588.5,32.4815585548894,155.651404614427,0.0682523270816864
"orf19.5340","Chr2","GYP5","1",1005.71652772515,1739.65407107512,1195.52833432696,1099.35869139218,0.919558876043764,0.415837131685085,0.300408996861933,"Chr4",2188160,2189806,"W","2",2188983,177.173897592839,232.513833243607,0.185959212960240
"orf19.4691","Chr4","","1",344.61397856836,580.597415011889,363.480032254727,382.700907739738,1.05288014135407,0.588150794173599,0.643208772950237,"Chr4",192790,192185,"C","4",192487.5,192.255008721794,119.292109755353,1.52538787511259
"orf19.2998","Chr1","","1",613,1263.12577365164,663.820522157482,719.783295471254,1.08430407232950,0.931960964260414,0.885325626349348,"Chr1",639030,638401,"C","1",638715.5,137.118996578097,303.734367067643,0.277094521611731
"orf19.4132","Chr5","","1",10177.3001768347,18548.3497448307,12979.4139814753,13946.5698654255,1.07451460330417,0.7930155748575,0.777699634578158,"Chr5",318368,318687,"W","5",318527.5,2934.22836372850,11804.9725022869,0.72318499012213
"orf19.270","Chr3","","1",666.525610002016,1167.40450928382,825.331712298783,794.796690969446,0.963002728631027,0.922070023750303,0.798119698211831,"Chr3",603160,603474,"W","3",603317,510.696771237992,303.079395227171,0.277534584799811
"orf19.1798","Chr4","","1",325.139809902741,529.019276646147,319.380897511318,332.541288409556,1.04120594249934,0.673540451459399,0.746199380771303,"Chr4",1183991,1179516,"C","4",1181753.5,138.920582525975,99.0513653422167,1.18697535214969
"orf19.660","Chr1","","1",370.846706454465,536.790297159113,362.159695916176,329.079073768932,0.908657361599671,0.961927343575274,0.959227475342428,"Chr1",2506253,2508199,"W","1",2507226,204.057294237377,150.310546342339,1.63606580319090
"orf19.3211","Chr5","RCF3","1",1644.2498430814,1837.60653787295,1869.01986731429,1068.68652974482,0.571789817986516,0.018797087647602,0.0117587743228086,"Chr5",881311,882425,"W","5",881868,607.616824969946,355.755790076687,0.193868514452711
"orf19.2241","Chr2","PST1","1",4901.72662854639,13013.2237372373,5983.29422021856,7673.45236885845,1.28145449931393,0.625239337676753,0.402619400855233,"Chr2",1413255,1412658,"C","2",1412956.5,6544.23142396563,8767.70574821791,0.593435840579153
"orf19.420","Chr1","","1",297.995073891626,480.98275862069,297.573036040287,304.363310917948,1.02281885135836,0.7443833422874,0.804903831264183,"Chr1",1142156,1142650,"W","1",1142403,193.349712735226,123.161846016188,3.10574504320668
"orf19.1247","Chr4","","1",1400.69320737742,3909.07017543860,1774.21954796605,2580.82838533851,1.45462740972342,0.319912528045718,0.190598475745478,"Chr4",1237971,1237510,"C","4",1237740.5,705.806413512249,1010.22663692979,0.496396117643815
"orf19.2151","Chr6","SEY1/NAG6","1",3544.15774324376,5688.86943319838,4261.26719889455,3567.65008066103,0.837227499272176,0.207996093479138,0.353262249977481,"Chr6",1017016,1019388,"W","6",1018202,940.907990554135,828.138120900967,0.336275131890722
"orf19.6960",NA,"MRS512","1",810.841843501326,1037.95114942529,862.160620970085,589.313088906553,0.683530509945433,0.239832091640682,0.000651554256151032,"Chr4",NA,NA,NA,NA,NA,368.820393933384,247.237362597522,0.0830488396073512
"orf19.6142","ChrR","","1",219.957866039989,324.49557913351,187.438929360806,208.677386049879,1.11330867478543,0.531593959303163,0.582198988826719,"ChrR",1582733,1582128,"C","R",1582430.5,163.409715320403,80.3473331166462,31.5551045595484
"orf19.633","ChrR","","1",1303.88538903625,2314.82239168877,1655.77450613316,1680.82652160413,1.01513008889687,0.9924876330034,0.978490571826153,"ChrR",1074808,1073896,"C","R",1074352,1020.96083779133,1262.82612598319,0.279277594302352
"orf19.4189","Chr4","","1",406.188379839115,699.954509671615,418.502407732305,432.352492482494,1.03309439681658,0.69290439461699,0.671286804154152,"Chr4",92484,91408,"C","4",91946,194.400792548202,170.477494056115,2.07528380584335
"orf19.5156","Chr7","YJL097B","1",2286.92860300619,3910.77252578285,2697.71731542637,2254.00555891688,0.83552325739535,0.728081368365256,0.115263980587052,"Chr7",659543,660145,"W","7",659844,1876.57929549221,1525.05695509642,0.170063954100268
"orf19.79",NA,"ALS","1",479.812271062271,803.87888792494,524.448327796388,525.403356916257,1.00182101661737,0.953896892833588,0.966998050324312,"Chr?",NA,NA,NA,NA,NA,145.100256238837,118.770165600783,0.59049636355476
"orf19.508","ChrR","QDR1","1",433.510892754654,850.126735383995,448.152131334082,519.844865847096,1.15997410142756,0.438851374720805,0.487595439023855,"ChrR",942703,941174,"C","R",941938.5,109.398485276621,158.460517475946,0.673126508541024
"orf19.391","Chr1","UPC2","1",529.123105342933,859.02659823198,553.669776068936,516.008208368407,0.931978285020493,0.970025353429879,0.955004878734116,"Chr1",1860407,1858269,"C","1",1859338,339.987209982491,287.862087740002,1.15324970651351
"orf19.68",NA,"","1",222.365384615385,368.35894333535,189.322477772240,224.366007113198,1.18509967624191,0.524121510022537,0.563185981624912,"Chr1",NA,NA,NA,NA,NA,158.697147771029,62.7748446703081,11.0398953114430
"orf19.2978","Chr1","","1",1145.67230327144,1755.44961763383,1394.24156289971,1130.74814706225,0.81101308205914,0.285537315820825,0.173865401500314,"Chr1",607586,607212,"C","1",607399,332.966856616531,161.615827512781,0.142522592147080
"orf19.3328","Chr1","HOT1","1",653.26915321017,823.322327702546,717.154568609185,507.762040008051,0.708023154607771,0.0618067091954145,0.069502806221715,"Chr1",274206,272383,"C","1",273294.5,161.091117282141,157.225899480004,0.240791238620617
"orf19.5606","Chr6","","1",401.349415204678,673.808529945554,425.124216489197,436.887557939864,1.02767036314189,0.844347584456859,0.889134908524607,"Chr6",673320,673000,"C","6",673160,153.664045719924,111.552636715616,0.860338536208687
