"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc"
"5904","orf19.4225","Chr5","LEU3","1",852.198093459777,1039.03779840849,955.33854906453,659.688266825044,0.690528260867325,0.538639187277651,0.136868223919414,"Chr5",487143,484189,"C","5",485666
"5923","orf19.1935","Chr5","","1",560.481006062903,728.405765740611,611.047846047477,488.191002863594,0.798940714743413,0.220302427887567,0.376755968583571,"Chr5",296722,297168,"W","5",296945
"5949","orf19.970","Chr5","","1",436.063744226788,555.223727422003,456.654475953385,353.874226642149,0.774927752330347,0.357363375254214,0.351701212880462,"Chr5",43190,42567,"C","5",42878.5
"5962","orf19.926","Chr5","EXO1(DHS1)","1",588.037679992421,722.579727529478,623.661413241108,438.556740489039,0.70319684876751,0.630276339679303,0.470503167507443,"Chr5",144424,142325,"C","5",143374.5
"5963","orf19.1933","Chr5","PEX29","1",547.958920608377,645.95759915372,578.783772079463,411.985361887866,0.711812220317924,0.0675450104117454,0.0843022198850662,"Chr5",299586,301436,"W","5",300511
"5976","orf19.3938","Chr5","","1",781.134840305893,902.490444862155,847.127095912833,557.189311191595,0.657739923418679,0.196521064770644,0.0419279249479662,"Chr5",989321,990109,"W","5",989715
"5980","orf19.4146","Chr5","SMD3","1",999.98146599777,2064.17784899780,1247.06053588300,1454.46811319345,1.16631716852751,0.680126617932697,0.283869260542,"Chr5",338302,338622,"W","5",338462
"5988","orf19.4346","Chr5","SEC16","1",530.696119790155,625.726480214683,570.754131274163,397.464142685444,0.696384171233482,0.0314313888445210,0.0634500914104024,"Chr5",705922,699647,"C","5",702784.5
"6009","orf19.4028","Chr5","RER2","1",458.295059032562,748.535706252812,499.892418777426,481.691514146891,0.963590356751062,0.907774252706573,0.919713154405247,"Chr5",1155364,1154378,"C","5",1154871
"6018","orf19.1123","Chr5","","1",248.17332123412,457.311551147985,238.120418361620,308.419219743775,1.28749120242848,0.46004850342975,0.485785803245637,"Chr5",823876,823523,"C","5",823699.5
"6033","orf19.976","Chr5","BRE1","1",938.84653505057,1042.17428476696,1058.28561518689,674.794482865198,0.637629835633768,0.522191057941692,0.174818121953004,"Chr5",35884,33839,"C","5",34861.5
"6060","orf19.6662","Chr5","","1",463.25,606.668481548699,511.523691488351,381.860990396294,0.746516723957036,0.474977278352998,0.541265606678479,"Chr5",793054,792509,"C","5",792781.5
"6068","orf19.3910","Chr5","RNY1","1",418.73167708728,587.502888798034,438.380030876131,381.104574177246,0.869347477839227,0.66988575712247,0.598074162141386,"Chr5",944289,945530,"W","5",944909.5
"6093","orf19.4132","Chr5","","1",10177.3001768347,18548.3497448307,12979.4139814753,13946.5698654255,1.07451460330417,0.7930155748575,0.777699634578158,"Chr5",318368,318687,"W","5",318527.5
"6097","orf19.3211","Chr5","RCF3","1",1644.2498430814,1837.60653787295,1869.01986731429,1068.68652974482,0.571789817986516,0.018797087647602,0.0117587743228086,"Chr5",881311,882425,"W","5",881868
"6117","orf19.1116","Chr5","","1",628.219322344322,827.23334921013,695.092741700566,518.611361529154,0.746103836820904,0.0096337269691567,0.0247202455496903,"Chr5",836905,836279,"C","5",836592
"6123","orf19.3899","Chr5","","1",364.592617152962,513.185092206644,364.596420157553,327.104774400013,0.897169462768343,0.841575063798244,0.865295539609879,"Chr5",927548,927934,"W","5",927741
"6151","orf19.4002","Chr5","DUN1","1",334.442325281595,400.305218173639,327.945245096673,251.633951693786,0.767304772537892,0.389905230919163,0.352527060265628,"Chr5",1124656,1122968,"C","5",1123812
"6173","orf19.1114","Chr5","","1",1539.67487684729,2346.55258065338,1830.91695586113,1485.30437839189,0.81123525217085,0.191318263778844,0.321520026759571,"Chr5",838603,839187,"W","5",838895
"6221","orf19.4341","Chr5","CDC91","1",1108.07901093313,1476.87439503932,1235.88134107817,901.364989114216,0.729329717307549,0.608726470106233,0.110394539636715,"Chr5",691891,692793,"W","5",692342
"6227","orf19.2641","Chr5","ARP1","1",488.538512367346,700.967049032839,496.728267347177,427.986515253087,0.861610951876745,0.378166392172738,0.203111840938157,"Chr5",764944,766188,"W","5",765566
"6237","orf19.3167","Chr5","COX10","1",1704.20034668900,2193.78949889091,1999.76544069834,1464.68930999712,0.732430554198214,0.469881670282375,0.0620919868077983,"Chr5",456475,457860,"W","5",457167.5
"6266","orf19.3903","Chr5","","1",363.336664772010,546.498196751827,362.880680009947,330.442490890972,0.910609214251677,0.988155181339024,0.987613787494997,"Chr5",936310,936897,"W","5",936603.5
"6270","orf19.3159.4","Chr5","UTP20","1",340.520710208324,640.710784031061,339.065244518754,405.848748178055,1.18163171893971,0.452458388711967,0.445262079667051,"Chr5",467500,467793,"W","5",467646.5
"6275","orf19.6671","Chr5","LAP5","1",766.401774495921,1047.70532556524,870.12991668014,725.15172737563,0.83338328389207,0.479405104110507,0.235219837494567,"Chr5",801120,802856,"W","5",801988
"6292","orf19.6672","Chr5","MDJ1","1",4818.13870468612,8987.07532840723,6130.5146760114,5590.15098349752,0.911856716593745,0.83252147928425,0.214075228889413,"Chr5",803182,804648,"W","5",803915
"6307","orf19.962","Chr5","","1",1186.25066312997,1406.67685044840,1409.98783458936,852.345500009569,0.604505570261041,0.0421820395399738,0.0481284003161717,"Chr5",53780,53247,"C","5",53513.5
"6309","orf19.4046","Chr5","","1",391.374381466487,580.146551724138,434.109072516984,396.35285149506,0.913025957271494,0.903744819757722,0.897915872300976,"Chr5",1176429,1175968,"C","5",1176198.5
"6331","orf19.4054","Chr5","CTA24","1",9090.80092029366,18020.8653515795,11659.1844473275,10969.3883177277,0.94083667406446,0.780171490192494,0.443823917100109,"Chr5",1182940,1182182,"C","5",1182561
"6360","orf19.3908","Chr5","","1",959.76768346596,1746.25287356322,1166.52583324020,1199.32580500105,1.02811765571427,0.926524158517773,0.166414584983371,"Chr5",943052,943666,"W","5",943359
