orf,chr,gene,geneflag,WtMean,MutMean,WtMean2,MutMean2,fold.mut.by.wt,p,p.paired,sd.ratio
orf19.1814,ChrR,STT4,1,513.42,788.8,531.25,450.83,0.85,0.68,0.45,0.52
orf19.18,Chr2,IMD3/IMH3,1,8992.57,15926.17,10850.62,9053.41,0.83,0.45,0.13,0.2
orf19.4748,Chr1,MSL1,1,295.85,477.85,294.49,311.9,1.06,0.43,0.4,2.52
orf19.6794,Chr3,,1,1035.22,2277.8,1219.38,1468.23,1.2,0.42,0.15,0.33
orf19.5565,Chr6,,1,8081.5,12536.91,10265.31,7911.85,0.77,0.44,0.02,0.16
orf19.183,Chr2,HIS3,1,634.2,1024.13,682.74,616.08,0.9,0.98,0.97,0.72
orf19.997,Chr1,,1,936.87,2007.64,1155.29,1352.47,1.17,0.63,0.34,0.26
orf19.1944,Chr5,GPR1,1,641.88,948.3,723.02,612.61,0.85,0.34,0.18,0.18
orf19.6231,Chr1,MRPL19,1,617.49,1481.5,699.61,869.2,1.24,0.39,0.18,0.58
orf19.1362,Chr2,SMM1,1,992.58,1601.07,1171.15,993.05,0.85,0.64,0.23,0.19
orf19.7054,Chr7,,1,330.65,458.75,354.12,315.87,0.89,0.84,0.85,2.02
orf19.684,Chr1,PCF12,1,1419.2,2283.33,1767.49,1502.24,0.85,0.35,0.1,0.2
orf19.1233,Chr4,ADE4,1,2129.27,3446.9,2479.08,1993.36,0.8,0.65,0.11,0.19
orf19.568,Chr5,SPE2,1,2870.1,2944.39,3382.47,1766.22,0.52,0.05,0,0.16
orf19.3374,Chr4,ECE1,1,258.61,341.84,251.83,221.52,0.86,0.47,0.49,4.68
orf19.2124,Chr6,,1,552.72,1196.34,646.01,841.87,1.3,0.4,0.24,3.2
orf19.2754,Chr4,TIM13,1,262.54,496.21,241.85,284.83,1.18,0.42,0.47,5.12
orf19.4985,Chr1,GUP1,1,564.67,814.62,601.82,475.16,0.79,0.89,0.83,1.84
orf19.4724,Chr1,PRP11,1,551.82,945.14,604.08,586.58,0.97,0.93,0.88,0.58
orf19.2030,Chr2,,1,7230.53,19230.52,10137.21,13156.56,1.3,0.48,0.08,0.21
orf19.625,Chr?,,1,276.86,418.69,268.61,275.46,1.03,0.43,0.48,59.44
orf19.4223,Chr5,GCD11/EIF2,1,6168.22,8544.69,7664.06,5485.36,0.72,0.06,0.07,0.24
orf19.2701,Chr4,,1,937.95,2337.21,1185.01,1716.77,1.45,0.5,0.17,0.35
orf19.364,Chr4,VMA6,1,2923.7,5216.15,3664.73,3465.84,0.95,0.57,0.59,0.28
orf19.4043,Chr5,ASK10,1,2385.24,3386.18,2912.27,2424.79,0.83,0.26,0.28,0.55
orf19.1254,Chr4,SEC23,1,1429.51,3784.98,1692.65,2235.43,1.32,0.46,0.01,0.22
orf19.4527,Chr1,HGT1,1,10606.71,24428.48,13695.73,15492.24,1.13,0.52,0.33,0.46
orf19.6304,ChrR,LYS5,1,551.62,1207.99,607.55,771.17,1.27,0.16,0.05,0.38
orf19.5797,Chr2,PLC2(PI-PLC)/PI-PLC,1,3032.93,8172.31,3604.19,4585.79,1.27,0.36,0.15,0.42
orf19.5742,Chr6,ALS9-1/ALS9,1,485.21,741.69,517.3,456.18,0.88,0.57,0.55,0.36
orf19.1203,Chr6,,1,893.16,2069.34,1090.5,1287.86,1.18,0.46,0.3,0.32
orf19.5299,Chr4,ECM1,1,447.1,1143.49,472.13,672.16,1.42,0.09,0.05,0.73
orf19.5167,Chr7,IFM2,1,595.28,1027.67,652.18,627.92,0.96,0.85,0.72,1.13
orf19.6387,ChrR,HSP104,1,7343.02,13094.64,10000.47,8102.66,0.81,0.41,0.41,0.31
orf19.4952.1,Chr1,,1,3402.63,5444.56,4117.79,3280.44,0.8,0.63,0.02,0.17
orf19.2024,Chr2,,1,214.45,294.6,185.58,187.7,0.97,0.52,0.54,6.05
orf19.2330,Chr1,UTP6/YOR205C,1,744.79,1328.23,829.54,771.01,0.93,0.76,0.55,0.21
orf19.2767,Chr4,PGA59,1,48171.91,55406.54,61469.94,37426.97,0.61,0.08,0.05,0.31
orf19.2580,ChrR,HST2,1,271.14,475.47,253.82,309.27,1.22,0.3,0.36,4.13
orf19.3515,ChrR,BNA1,1,1004.46,2420.05,1251.84,1660.01,1.33,0.3,0.11,0.4
orf19.21,Chr2,,1,349.64,733.13,376.07,478.82,1.27,0.29,0.22,3.69
orf19.558,ChrR,GUT1,1,1505.63,2306.37,1883.34,1447.64,0.77,0.17,0.29,0.33
orf19.2990,Chr1,XOG1/EXG/EXG1,1,1391.74,2290.11,1635.2,1286.04,0.79,0.44,0.06,0.21
orf19.5377,Chr3,HOS2,1,1561.67,2480.07,1984.49,1585.38,0.8,1,0.99,1.59
orf19.2568,ChrR,WWM1/IFU5/YFL010C/YLR63,1,1556.11,3048.64,1979.97,1997.42,1.01,0.93,0.83,0.3
orf19.1702,Chr3,ARF3,1,963.5,2317.97,1112.63,1392.36,1.25,0.77,0.43,1.21
orf19.4367,ChrR,SMC1,1,1103.15,1614.15,1308.41,987.89,0.76,0.57,0,0.11
orf19.7406,Chr3,,1,296.75,472.86,275.28,280.34,1.02,0.76,0.77,1.13
orf19.1388,Chr2,NOP16,1,1493.79,3246.17,1794.87,1881.7,1.05,0.96,0.89,0.22
orf19.4212,Chr6,FET31(FET99)/FET99,1,424.76,445.07,423.41,270.51,0.64,0.86,0.85,3.55
orf19.5678,Chr4,DPH3,1,351.93,620.6,349.68,377.31,1.08,0.55,0.56,1.87
orf19.2164,Chr2,ORF298,1,558.38,859.41,590.95,541.46,0.92,0.83,0.75,0.31
orf19.1151,Chr1,,1,4476.09,10611.99,6129.88,7888.08,1.29,0.75,0.3,0.26
orf19.359,Chr3,GST1,1,1506.01,3762.86,1824.91,2311.07,1.27,0.7,0.44,4.71
orf19.1199,Chr6,NOP58/NOP5,1,3017.8,6855.71,3676.49,3893.07,1.06,0.97,0.91,0.24
orf19.7399,Chr3,,1,299.28,468.52,287.84,288.13,0.99,0.48,0.48,7.93
orf19.1631,Chr3,ERG6,1,2898.74,4923.44,3484.34,2881.22,0.83,0.26,0.15,0.25
orf19.5834,Chr2,SMX1,1,1282.65,1734.1,1452.54,984.33,0.68,0.24,0.07,0.28
orf19.2766,Chr4,,1,212.97,309.01,191.69,206.64,1.01,0.51,0.52,3.7
orf19.761,Chr1,,1,490.99,740.57,531.91,477.42,0.9,0.72,0.64,8
orf19.6183,Chr3,TIM8,1,1673.08,3771.09,2105.85,2192.89,1.04,0.95,0.93,0.39
orf19.6010,Chr1,RPB11/CDC5,1,504.35,1076.02,547.92,654.39,1.19,0.33,0.1,0.42
orf19.443,Chr1,RPC25,1,654.72,1359.12,731.14,808.66,1.11,0.76,0.43,0.59
orf19.4528,Chr1,,1,1274.07,3053.03,1609.14,2234.44,1.39,0.51,0.4,0.52
orf19.1788,Chr4,XKS1,1,348.08,731.34,356.8,475.95,1.33,0.36,0.27,5.01
orf19.6936,Chr3,RAD53,1,840.91,1139.46,965.77,661.68,0.69,0.2,0.02,0.17
orf19.4847,Chr1,,1,463.58,639.26,544.29,415.51,0.76,0.84,0.88,1.44
orf19.4523,Chr1,FAU1,1,458.74,985.88,489.54,622.56,1.27,0.34,0.14,0.49
orf19.5646,Chr4,,1,422.2,746.69,447.26,429.31,0.96,0.96,0.96,0.94
orf19.3760,Chr1,DLH1,1,796.31,1578.39,987.64,1113.55,1.13,0.71,0.45,2.31
orf19.3551,Chr2,DAD2,1,523.54,914.23,578.45,562.86,0.97,0.96,0.95,0.46
orf19.4881,Chr1,,1,376.74,556.8,407.03,358.15,0.88,0.88,0.89,1.34
orf19.5671,Chr4,,1,3054.28,4984.3,3658.01,3086.14,0.84,0.37,0.41,0.34
orf19.374,Chr4,,1,3224.41,6383.44,4054.41,4060.65,1,0.93,0.87,0.27
orf19.2226,Chr5,,1,570.3,781.39,646.78,500.78,0.77,0.44,0.44,0.35
orf19.2176,Chr2,,1,673.03,1302.07,774.78,798.89,1.03,0.79,0.55,0.22
orf19.1549,Chr2,,1,1302.57,2583.76,1568.82,1641.11,1.05,0.93,0.88,0.3
orf19.2242,Chr2,PRB1,1,3266.56,7707.94,4265.33,5104.84,1.2,0.42,0.18,0.32
orf19.4719,Chr4,GWH41,1,1148.79,1966.47,1284.45,1188.11,0.92,0.98,0.93,0.59
orf19.333,Chr3,FCY21/FCY22,1,377.71,589.17,386.3,382.13,0.99,0.72,0.72,1.12
orf19.664,Chr1,,1,250.64,356.63,227.12,223.3,0.98,0.51,0.56,3.51
orf19.7357,Chr3,,1,553.18,851.3,601.8,503.58,0.84,0.58,0.35,0.2
orf19.7356,Chr3,,1,224.73,306.41,196.22,196.04,0.94,0.49,0.5,2.11
orf19.277,Chr3,THI6,1,367.64,663.5,365.73,404.94,1.11,0.54,0.49,1.62
orf19.3411,Chr6,BUD17,1,496.51,913.18,539.62,581.96,1.08,0.55,0.49,0.39
orf19.6785,Chr3,RPS12,1,19452.35,27820.13,24093.03,17243.05,0.72,0.47,0.26,0.31
orf19.3238,Chr2,,1,226.66,307.68,199.69,193.02,0.96,0.52,0.54,56.76
orf19.5383,Chr3,PMA1,1,3340.19,5468.91,3857.25,3303.64,0.86,0.97,0.95,0.46
orf19.5947,Chr3,SEC7,1,1520.36,2333.7,1798.1,1401.94,0.78,0.58,0,0.08
orf19.5867,Chr3,WSC1,1,292.87,426.58,283.92,266,0.91,0.51,0.5,2.05
orf19.429,Chr1,TRF4,1,988.14,1680.84,1117.05,1062.01,0.95,0.93,0.85,0.37
orf19.6720,Chr3,,1,521.86,985.23,604.29,687.55,1.14,0.56,0.33,0.56
orf19.99,Chr6,MET222,1,1001.82,1789.92,1169.38,1065.04,0.91,0.75,0.3,0.18
orf19.2110,Chr2,ATE1,1,526.45,963.03,557.22,582.3,1.05,0.8,0.62,0.38
orf19.4981,Chr1,,1,323.87,441.4,311.26,272.3,0.87,0.96,0.96,1.01
orf19.5444,Chr3,TIM44,1,2527.38,4667.78,3032.32,2960.72,0.98,0.87,0.79,0.25
orf19.920,Chr5,RMT2,1,412.93,552.37,427.72,341.7,0.8,0.75,0.73,1.05
orf19.4216,Chr5,HSP122/HSP12,1,4065.63,8170.67,5181.59,5240.21,1.01,0.83,0.55,5.86
orf19.4716,Chr4,GDH3,1,5443.94,8772.94,6208.3,5067.99,0.82,0.89,0.79,0.6
orf19.470,ChrR,TAF12,1,950.18,1505.09,1090.73,969.16,0.89,0.69,0.25,0.19
orf19.7283,ChrR,,1,993.93,2734.34,1277.59,1630.93,1.28,0.46,0.39,0.62
orf19.1956,Chr5,,1,1378.18,1330.59,1551.01,802.65,0.52,0.19,0.02,0.26
orf19.1622,Chr3,YCG1,1,444.19,625.7,455.55,373.01,0.82,0.54,0.4,0.47
orf19.5714,Chr6,SAP1/CAP/OP1A/PEP1/PEP10/PRA10,1,252.43,381.06,232.8,243.7,1.05,0.42,0.49,9.07
orf19.380,Chr1,,1,258.88,368.89,243.81,234.66,0.96,0.49,0.51,10.51
orf19.1304,Chr4,RRP4,1,1316.21,2533.42,1598.12,1563.93,0.98,0.75,0.68,0.28
orf19.4304,Chr5,GAP1,1,378.23,900.47,412.68,673.24,1.63,0.31,0.15,0.96
orf19.3778,Chr4,,1,3133.09,6797.17,3919.45,4300.21,1.1,0.81,0.26,0.62
orf19.6771,Chr3,UBI4/UBI1,1,42908.69,46149.23,55451.61,29250.08,0.53,0,0.02,0.28
orf19.5621,Chr6,,1,473.58,609.41,493.6,380.72,0.77,0.32,0.24,0.36
orf19.181,Chr2,,1,357.31,816.6,351.46,470.98,1.34,0.69,0.7,1.48
orf19.4775,Chr1,CTA8(HSF1),1,1828.96,2065.61,2145.34,1320.22,0.62,0.38,0.02,0.24
orf19.2967,Chr1,TIF34,1,4530.28,8781.17,5533.15,5281.56,0.95,0.85,0.38,0.21
orf19.6745,Chr3,TPI1/TPIS,1,13354.58,29333.44,16460.63,18794.2,1.14,0.63,0.33,0.48
orf19.6741,Chr3,,1,1475.11,2661.78,1844.72,1774.58,0.96,1,1,0.23
orf19.3865,ChrR,RFX2,1,261.49,475.77,239.96,291.98,1.21,0.35,0.38,78.24
orf19.7209,Chr1,RDI2,1,245.45,381.99,222.58,243.25,1.09,0.35,0.4,249.82
orf19.6195,Chr1,RNH70,1,812.52,1262.66,922.29,760.71,0.82,0.69,0.2,0.22
orf19.1707,Chr3,,1,711.51,1087.22,851.3,659.06,0.77,0.58,0.68,0.81
orf19.5828,Chr2,MUD2,1,1364.68,2540.8,1656.18,1561.06,0.94,0.58,0.09,0.06
orf19.72,Chr?,CTR22,1,1858.81,2872.6,2381.81,1795.25,0.75,0.34,0.09,0.2
orf19.7303,ChrR,,1,196.07,289.96,156.86,181.65,1.08,0.3,0.35,12.45
orf19.4446,Chr1,,1,648.78,1072.96,716.9,670.16,0.93,0.85,0.78,0.26
orf19.6810,Chr3,TPD3,1,1223.69,2183.67,1412.43,1346.69,0.95,0.89,0.62,0.21
orf19.6406,ChrR,SWS2,1,1546.48,3868.12,1897.38,2464.06,1.3,0.13,0,0.12
orf19.4342,Chr5,,1,694.87,988.24,845.45,676.33,0.8,0.78,0.55,0.6
orf19.2770.1,Chr4,SOD1,1,696.11,1564.84,859.67,1071.85,1.25,0.59,0.1,0.53
orf19.6956,Chr3,DAL9,1,395.88,723.84,413.26,477.8,1.16,0.33,0.44,0.9
orf19.4293,Chr5,,1,1388.57,2050.75,1696.31,1401.15,0.83,0.27,0.07,0.23
orf19.898,Chr2,HEM2,1,1072.56,2789.34,1272.34,1687.18,1.33,0.16,0.13,0.48
orf19.5011,Chr1,KAR9,1,441.06,706.3,447.42,418.37,0.94,0.88,0.8,0.59
orf19.3586,Chr2,,1,1353.94,2566.92,1759.12,1841.41,1.05,0.95,0.78,0.14
orf19.6236,Chr1,,1,931.67,1779.37,1114.77,1124.06,1.01,0.92,0.73,0.07
orf19.3002,Chr1,RPS1(RP10)/RP10/RPS10,1,24974.27,27484.49,30971.84,17761.19,0.57,0.85,0.5,0.47
orf19.3122.2,Chr4,ARR3,1,1397.63,3171.02,1697.08,2111.46,1.24,0.42,0.13,0.44
orf19.3181.1,Chr5,NCE11,1,1343.06,1349.08,1663.87,897.17,0.54,0,0.01,0.2
orf19.6496,Chr7,TRS33,1,1081.47,2113.32,1357.18,1511.33,1.11,0.67,0.32,0.66
orf19.1307,Chr4,,1,1089.65,1802.44,1411.94,1113.37,0.79,0.97,0.94,1.08
orf19.322,Chr3,,1,212.9,277.09,181.62,179.29,0.95,0.53,0.55,7.77
orf19.875,Chr2,,1,620.49,996.32,692.26,632.57,0.91,0.72,0.42,0.26
orf19.3009,Chr1,,1,322.49,554.62,302.91,336.68,1.11,0.55,0.47,2.5
orf19.5607,Chr6,,1,1759.52,3131.81,2276.79,1946.36,0.85,0.57,0.24,0.29
orf19.2089,Chr2,NYV1,1,2481.05,4338.06,3093.81,2860.98,0.92,0.96,0.89,0.27
orf19.3312,Chr1,FMP29,1,1590.89,2656.4,1878.69,1575.21,0.84,0.33,0.17,0.26
orf19.5840,Chr2,,1,224.97,333.87,197.56,204.87,1.02,0.51,0.53,12.19
orf19.2614,ChrR,RSR1(BUD1)/RSR1,1,647.13,1391.37,749.86,884.28,1.18,0.3,0.16,0.42
orf19.5066,Chr1,,1,353.75,660.38,357.22,402.91,1.13,0.45,0.42,1.45
orf19.1817,Chr?,,1,203.8,289.68,165.44,176.88,1.05,0.51,0.53,16.25
orf19.6264,Chr1,,1,1567.33,2845.11,1929.88,1734.09,0.9,0.7,0.37,0.12
orf19.6033,Chr1,CMP2/CMP1/CNA,1,1190.58,2192.9,1381.44,1269.28,0.92,0.71,0.4,0.23
orf19.7503,ChrR,CDA2,1,884.43,2008.96,1053.65,1245.47,1.18,0.74,0.49,2.09
orf19.117,Chr6,SEC9,1,612.68,989.9,684.64,689.35,1.01,1,1,0.45
orf19.4505,Chr2,ADH3,1,574.21,1385.71,646.15,766.49,1.19,0.77,0.73,0.71
orf19.3406,Chr6,,1,931.02,1047.34,1100.38,687.86,0.63,0.04,0.03,0.29
orf19.1616,Chr3,FGR23/PGA40,1,252.15,596.34,243.94,394.3,1.56,0.2,0.2,7.46
orf19.7512,ChrR,ALK3,1,383.55,863.1,398.64,522.61,1.31,0.29,0.29,1.78
orf19.4819,Chr1,,1,625.28,1086.18,747.58,764.01,1.02,0.9,0.82,0.37
orf19.2960,Chr1,FRS2,1,1636.3,3769.9,1929.92,2166.58,1.12,0.73,0.43,0.24
orf19.5877,Chr3,ATF1,1,479.67,1636.98,535.4,954.71,1.78,0.15,0.1,1.43
orf19.3707,ChrR,YHB1,1,5600.11,14593.9,7087.5,8801.03,1.24,0.31,0.02,0.18
orf19.89,Chr6,PEX7,1,547.25,1089.83,592.51,665.05,1.12,0.65,0.5,3.91
orf19.1349,Chr2,,1,272.11,414.71,256.82,268.16,1.04,0.63,0.65,2.92
orf19.7188,Chr7,RPP1B/CARP1B/RP1B,1,29740.72,43957.13,36614.87,26762,0.73,0.18,0.07,0.3
orf19.5280,Chr1,MUP1,1,4482.12,8755.53,5986.36,6087.06,1.02,0.88,0.58,0.4
orf19.336,Chr3,YAH1,1,463.82,734.94,508.63,473.19,0.93,0.64,0.58,7.83
orf19.797,Chr2,BAT21,1,1773.95,4086.25,2166.25,2571.63,1.19,0.77,0.33,1.31
orf19.3240,Chr2,ERG27,1,1345.21,2254.18,1551.33,1274.58,0.82,0.39,0.14,0.28
orf19.5367,Chr4,RDH54,1,707.48,1258.71,806.45,738.13,0.92,0.51,0.47,0.31
orf19.2632,ChrR,DBP62,1,1020.75,2695.07,1156.23,1445.58,1.25,0.83,0.77,0.8
orf19.1782,Chr2,,1,3309.63,6070.72,3958.87,3397.81,0.86,0.44,0.35,0.35
orf19.4411,Chr4,HOS1,1,724.74,1806.7,825.62,1177.41,1.43,0.03,0,0.22
orf19.1299,Chr4,RPN6,1,506.75,1283.29,581.71,862.28,1.48,0.22,0.06,0.86
orf19.2449,Chr1,,1,203.75,300.2,166.98,187.9,1.07,0.26,0.29,6
orf19.798,Chr2,TAF14,1,3509.17,7703.3,4375.71,4821.5,1.1,0.56,0.34,0.21
orf19.3133,Chr4,GUT2,1,5965.99,13427.57,7608.29,8648.63,1.14,0.82,0.56,0.26
orf19.4102,Chr2,RPN10(SUN1),1,2272.86,6742.37,2830.86,4173.63,1.47,0.37,0.02,0.38
orf19.4151,Chr5,SPO1,1,264.75,411.48,249.55,249.87,0.99,0.43,0.44,6.83
orf19.1060,Chr1,,1,285.78,341.75,314.29,230.64,0.71,0.58,0.58,4.29
orf19.6480,Chr7,YMD8,1,509.72,864.79,570.67,561.44,0.98,0.8,0.74,1.01
orf19.7323,ChrR,CBP1/CBP,1,413.16,865.09,436.57,546.86,1.25,0.42,0.23,1.58
orf19.3007,Chr1,,1,2421.02,5238.36,3141.9,3571.93,1.14,0.59,0.5,0.32
orf19.2733,Chr4,VPS30,1,433.05,790.1,446.59,480.71,1.08,0.64,0.55,1.14
orf19.1768,Chr2,,1,512.9,910.41,572.94,594.12,1.04,0.64,0.56,15
orf19.1771,Chr2,CWC22,1,560.97,838.8,603.99,497.77,0.82,0.37,0.11,0.21
orf19.6027,Chr1,,1,299.46,498.19,285.16,310.58,1.09,0.54,0.55,3.75
orf19.7448,Chr3,LYS9,1,6730.82,15829.18,8329.45,8800.24,1.06,0.99,0.96,0.25
orf19.2835,ChrR,AOS1,1,962.45,1825.92,1134.41,1123.58,0.99,0.56,0.46,17.21
orf19.7258,Chr1,DDI1,1,2985.68,7731.09,3808.88,4915.94,1.29,0.3,0.01,0.22
orf19.4384,ChrR,HXT10/HXT5,1,8339.65,19860.31,9832.33,10893.8,1.11,0.85,0.67,0.44
orf19.1914,Chr2,,1,630.36,1168.13,696.44,711.19,1.02,1,0.99,0.33
orf19.3769,Chr4,,1,457.95,863.08,491.81,520.81,1.06,0.69,0.54,1.53
orf19.2884,Chr4,SPT16/CDC68,1,1959.56,3710.41,2255.39,2086.23,0.92,0.79,0.56,0.35
orf19.2395,ChrR,IME2,1,257.2,338.24,236.52,214.39,0.91,0.64,0.69,3.34
orf19.292,Chr3,,1,1218.76,3106.23,1482.66,1867.21,1.26,0.52,0.6,0.7
orf19.4870,Chr1,DBP3,1,2266.04,4017.25,2632.72,2340.66,0.89,0.73,0.28,0.16
orf19.3267,Chr2,,1,363.38,599.17,361.27,388.02,1.07,0.54,0.5,1.8
orf19.4051,Chr5,HTS1,1,2835.06,3960.25,3460.89,2480.15,0.72,0.02,0.06,0.22
orf19.6599.1,Chr2,,1,4758.97,8171.62,6016.5,5114.3,0.85,0.06,0.09,0.08
orf19.2938,Chr1,,1,734.38,1053.99,795.32,640.14,0.8,0.38,0.23,0.26
orf19.7437,Chr3,MAA1,1,2403.23,3801.72,3156.08,2495.25,0.79,0.45,0.06,0.16
orf19.4988,Chr1,,1,397.98,634.46,406.48,390.72,0.96,0.86,0.85,0.57
orf19.749,Chr1,,1,437.19,844.33,455.85,502.43,1.1,0.63,0.57,0.65
orf19.4734,Chr1,,1,479.9,867.06,526.27,579.86,1.1,0.54,0.37,0.41
orf19.4326,Chr5,,1,292.72,413.13,271.46,279.94,1.03,0.61,0.65,1.28
orf19.6047,Chr1,TUF1,1,2872.13,5255.83,3418.32,3027.68,0.89,0.56,0.17,0.2
orf19.2138,Chr6,ILS1,1,2477.43,5672.56,2973.17,3407.04,1.15,0.42,0.09,0.22
orf19.4939,Chr1,06/02/08,1,808.01,1234.07,906.78,734.97,0.81,0.49,0.02,0.13
orf19.3773,Chr4,,1,341.73,518.6,335.72,321.8,0.96,0.81,0.82,0.66
orf19.6477,Chr7,,1,909.18,1734.45,996.46,987.77,0.99,0.95,0.86,0.23
orf19.5040,Chr4,ASM4,1,451.79,758.4,462.05,460.94,1,0.83,0.76,0.31
orf19.5815,Chr2,SCT2,1,764.5,1123.33,849.87,660.33,0.78,0.72,0.35,0.45
orf19.3292,Chr1,,1,2087.51,4899.19,2827.17,2962.17,1.05,0.75,0.82,0.87
orf19.3091,Chr4,,1,920.4,2064.23,1028.1,1201.37,1.17,0.47,0.06,0.17
orf19.6907,Chr7,,1,915.69,1378.18,1039.87,804.46,0.77,0.16,0.02,0.16
orf19.5145,Chr7,FMO4,1,519.37,1009.86,571.72,621.25,1.09,0.71,0.58,0.74
orf19.1803,ChrR,CDC43,1,574.13,966.31,609.44,578.95,0.95,0.66,0.39,0.29
orf19.5114,Chr1,GRD19,1,572.86,1533.95,698.3,1012.36,1.45,0.11,0.06,1.13
orf19.1761,Chr2,OST2,1,705.69,1293.18,782.98,759.34,0.97,0.91,0.83,1.55
orf19.3877,ChrR,,1,538.98,957.44,565.76,572.37,1.01,0.93,0.88,0.55
orf19.1822,Chr1,UME6,1,500.67,662.19,518.8,398.37,0.77,0.42,0.23,0.47
orf19.5090,Chr1,TAD3,1,425.18,816.67,457.53,512.53,1.12,0.52,0.46,2.06
orf19.1374,Chr2,,1,489.15,920.77,531.44,548.06,1.03,0.88,0.9,0.68
orf19.6830,Chr3,,1,991.34,1487.61,1134.71,866.23,0.76,0.32,0.02,0.18
orf19.6165,ChrR,KGD1,1,3747,7619.93,4730.02,4684.25,0.99,0.95,0.87,0.3
orf19.1542,Chr2,HEX3,1,774.43,1473.22,931.33,975.46,1.05,0.83,0.44,0.15
orf19.4061,Chr1,,1,321.33,530.08,310.53,322.3,1.04,0.67,0.64,2.24
orf19.1555,Chr2,SAC3,1,866.3,1175.95,969.6,697.05,0.72,0.55,0.08,0.26
orf19.5975,Chr3,,1,377.7,762.78,396.12,491.55,1.24,0.37,0.27,2.72
orf19.1779,Chr2,MP65/SCW1/SCW10,1,6820.79,14342.25,8309.83,8507.99,1.02,0.9,0.88,0.28
orf19.1816,ChrR,ALS3-1/ALS3/ALS8,1,895.32,1724.65,1082.98,1145.67,1.06,0.82,0.87,0.69
orf19.4551,Chr1,YAT1/CTN1/CAT1,1,1768.71,1896.65,1976.3,1082.22,0.55,0.19,0.02,0.19
orf19.813,Chr2,YLR106,1,903.09,1431.06,1009.05,808.17,0.8,0.45,0.16,0.27
orf19.1115,Chr5,GUK1,1,908.96,1147.93,1032.57,723.09,0.7,0.28,0,0.13
orf19.2399,ChrR,,1,234.08,311.59,218.15,204.74,0.91,0.29,0.31,22.9
orf19.2125.1,Chr6,,1,2837.58,9169.75,3792.03,5335.39,1.41,0.3,0.4,0.81
orf19.1300,Chr4,,1,767.56,1208.51,829.45,718.81,0.87,0.99,0.97,0.65
orf19.4755,Chr1,KEX2,1,744,1393.62,825.86,834.37,1.01,0.98,0.96,0.33
orf19.5826,Chr2,UGA5,1,330.25,476.6,337.54,313.14,0.93,0.79,0.81,1.2
orf19.6048,Chr1,PMT3,1,689.15,1736.77,765.09,1117.94,1.46,0,0.01,0.3
orf19.2584,ChrR,OPT9,1,543.85,827.72,653.37,603.05,0.92,0.94,0.91,0.64
orf19.5933,Chr3,,1,240.25,344.63,224.81,220.1,0.97,0.34,0.37,10.71
orf19.7238,Chr1,NPL3,1,3074.35,5416.86,3829.67,3281.42,0.86,0.44,0.2,0.28
orf19.543,ChrR,FUM1,1,778.08,2058.41,866.61,1156.1,1.33,0.52,0.3,0.5
orf19.7200,Chr7,,1,265.36,476.13,254.69,290.53,1.14,0.56,0.58,4.67
orf19.4740,Chr1,PRH1,1,382.71,755,396.87,478.39,1.21,0.42,0.27,1.65
orf19.978,Chr5,BDF1,1,527.5,644.63,561.64,412.42,0.73,0.41,0.3,0.37
orf19.7237,Chr1,,1,417.79,853.48,439.09,510.81,1.16,0.62,0.52,1.15
orf19.4583,Chr4,YCM1,1,750.34,1517.14,834.49,868.08,1.04,0.99,0.98,0.62
orf19.656,Chr1,DPP2/DPP1,1,376.11,685.39,383.6,437.92,1.14,0.48,0.44,1.27
orf19.5369,Chr4,HEM12,1,1671.59,3927.71,1979.66,2267.12,1.15,0.66,0.54,0.38
orf19.1721,Chr3,NCE103,1,4551.35,10208.27,5307.94,5632.7,1.06,0.87,0.63,0.28
orf19.707,ChrR,APG7,1,792.23,1471.11,916.37,932.58,1.02,0.94,0.79,0.35
orf19.2442,Chr1,,1,557.04,1012.79,681.5,716.88,1.05,0.74,0.69,1.05
orf19.5647,Chr4,SUB2,1,2823.61,6427.47,3420.4,3797.03,1.11,0.63,0.22,0.19
orf19.179,Chr?,,1,409.21,684.42,423.28,431.56,1.02,0.73,0.67,0.52
orf19.7010,Chr7,,1,456.53,1248.55,467.75,707.97,1.51,0.23,0.14,0.85
orf19.3396,Chr6,HCH1,1,778.14,2068.66,938.26,1196.43,1.28,0.43,0.34,0.75
orf19.5047,Chr1,,1,432.07,678.31,461.57,420.39,0.91,0.98,0.98,0.69
orf19.598,Chr5,,1,237.13,352.15,222.94,240.49,1.04,0.51,0.52,7.68
orf19.3737,ChrR,,1,814.79,1447.17,939.77,869.3,0.93,0.59,0.49,0.33
orf19.6536,Chr7,IQG1,1,722.49,1149.52,792.44,692.01,0.87,0.88,0.72,0.43
orf19.3132,Chr4,MSC2,1,450.89,924.68,463.14,556.24,1.2,0.25,0.09,0.32
orf19.3434,Chr6,,1,621.53,809.39,655.33,467.23,0.71,0.26,0.01,0.16
orf19.3937,Chr5,SDF1,1,366.54,415.16,370,269.66,0.72,0.66,0.64,5.49
orf19.7107,Chr7,,1,1321.53,5036.62,1655.8,3243.41,1.96,0.05,0.04,0.58
orf19.5212,Chr2,CST9,1,264.52,400.96,250.2,265.33,1.06,0.43,0.47,3.24
orf19.5360,Chr4,RPC11,1,649.02,1451.3,765.44,890.77,1.16,0.38,0.24,0.5
orf19.4672,Chr4,,1,245.26,364.98,237.01,255.51,1.06,0.5,0.5,16.45
