"","orf","gene","A21_CHROMOSOME","WtMean2","MutMean2","fold.mut.by.wt","sd.ratio","p","p.paired","A21_START","A21_STOP","A21_STRAND","A19_CONTIG","A19_STRAND","A19_START","A19_STOP","CGH.Ratio","CGH.sd","weak"
"4212","orf19.4054","CTA24","Ca21chr5",11399.46593,10912.18498,0.957254054,0.468970642,0.792262044,0.491451892,1182927,1182169,"C","Contig19-10194","C",265502,264744,0.880360711,0.082357638,0
"3744","orf19.952","","Ca21chr5",89.12325614,24.62694165,1,3.885248112,0.309432838,0.220188604,69038,71404,"W","Contig19-10080","C",89006,86640,0.602232109,0.032340805,1
"3747","orf19.948","","Ca21chr5",0,0,1,0,NA,NA,77014,77355,"W","Contig19-10080","C",81030,80689,0.581439101,0.019462842,1
"3753","orf19.942","KRE62","Ca21chr5",0.393118152,9.218638508,1,14.46367143,0.233279783,0.261592484,86237,84369,"C","Contig19-10080","W",71807,73838,0.581845625,0.024955459,1
"3757","orf19.938","","Ca21chr5",5.062739308,0.207066671,1,0.480344418,0.089169644,0.0853654,103156,104601,"W","Contig19-10080","C",54888,53443,0.594637904,0.02343305,1
"3758","orf19.937","","Ca21chr5",80.35948876,78.12968592,1,0.449367075,0.714217453,0.593525781,105031,105504,"W","Contig19-10080","C",53013,52540,0.442797183,0.030138723,1
"3764","orf19.929","","Ca21chr5",0.043740074,0.643812952,1,5.600784475,0.187678159,0.363217468,138904,137597,"C","Contig19-10080","W",19140,20447,0.610167726,0.032999906,1
"3775","orf19.570","IFF8","Ca21chr5",16.6386362,12.46789199,1,0.37586811,0.663249092,0.341566758,164521,166665,"W","Contig19-10057","W",6389,8533,0.65502144,0.03702342,1
"3784","orf19.584","","Ca21chr5",30.37297737,26.87389398,1,0.521395922,0.503443027,0.18226585,191769,190894,"C","Contig19-10057","C",33637,32762,0.655537401,0.094308459,1
"3789","orf19.1980","GIT4","Ca21chr5",33.03700571,20.32500263,1,0.40510301,0.301858066,0.052363905,201150,199552,"C","Contig19-10137","W",113364,114962,0.617320202,0.047794175,1
"3800","orf19.1969","CCW14","Ca21chr5",9.693136018,6.757466606,1,9.125358899,0.910347612,0.897411908,221848,222663,"W","Contig19-10137","C",92666,91851,0.66412271,0.050974953,1
"3810","orf19.1958","","Ca21chr5",3.971233913,0,1,0.528889238,0.422649731,0.422649731,254747,255256,"W","Contig19-10137","C",59767,59258,0.724243943,0.044039849,1
"3826","orf19.1939","","Ca21chr5",16.45147032,9.874346318,1,0.464659298,0.708210398,0.262136692,292571,291477,"C","Contig19-10137","W",21943,23037,0.612337036,0.053745069,1
"3832","orf19.1932","CFL4","Ca21chr5",3.265731426,0,1,0.387413331,0.363217468,0.363217468,303390,305522,"W","Contig19-10137","C",11124,8992,0.664605723,0.076670119,1
"3833","orf19.1930","CFL5","Ca21chr5",8.440435148,18.5824755,1,13.36546097,0.313081724,0.162687657,308765,310897,"W","Contig19-10137","C",5749,3617,0.591475301,0.041477674,1
"3849","orf19.4149.1","","Ca21chr5",0,0,1,0,NA,NA,342916,343766,"W","Contig19-10198","W",28717,28947,0.691675215,0.044275947,1
"3852","orf19.4151","SPO1","Ca21chr5",56.15879557,70.80688348,1,1.842075628,0.798452168,0.614890286,347570,345240,"C","Contig19-10198","C",32475,30421,0.62603511,0.054764616,1
"3854","orf19.4153","","Ca21chr5",62.94050799,62.97812045,1,0.84058535,0.89420068,0.336241864,353433,355034,"W","Contig19-10198","W",38614,40239,0.656868627,0.014336305,1
"3860","orf19.3208","DAL52","Ca21chr5",78.88153568,65.18581584,1,0.25695564,0.932845631,0.35280718,375493,377133,"W","Contig19-10170","C",96763,95123,0.615954307,0.034654453,1
"3865","orf19.3203","RCY1","Ca21chr5",72.79433202,50.79222017,1,6.347107071,0.975522539,0.96637927,390336,387781,"C","Contig19-10170","W",81920,84475,0.624854943,0.027935703,1
"3867","orf19.3201","MTLA1","Ca21chr5",19.59707259,0,1,0.52729403,0.082872576,0.082872576,394488,393526,"C","Contig19-10170","W",77768,78438,0.051508251,0.008307713,1
"3868","orf19.3200","MTLA2","Ca21chr5",0,4.824622076,1,11.409614,0.363217468,0.363217468,395253,394593,"C","Contig19-10170","W",77003,77663,0.048293789,0.009734032,1
"3879","orf19.3186","","Ca21chr5",58.72872535,57.64809942,1,0.343452757,0.775486566,0.575473913,424411,424746,"W","Contig19-10170","C",47844,47509,0.631612274,0.062472988,1
"3892","orf19.3172","","Ca21chr5",0.91535429,11.06873066,1,9.43092823,0.239149155,0.214558549,446231,446632,"W","Contig19-10170","C",26024,25623,0.657954902,0.074561165,1
"3902","orf19.4217","","Ca21chr5",27.27996495,1.912783182,1,0.536952167,0.281359674,0.190224252,474794,475372,"W","Contig19-10202","W",1417,1995,0.620068712,0.160443665,1
"3906","orf19.4222","SST2","Ca21chr5",87.126423,95.41002661,1,10.53581164,0.860769978,0.843051732,480271,482298,"W","Contig19-10202","W",6894,8921,0.590917964,0.036503177,1
"3913","orf19.4231","PTH2","Ca21chr5",40.34441305,10.75944411,1,0.403133882,0.396902679,0.082956226,498728,499921,"W","Contig19-10202","W",25351,26544,0.575037231,0.024055774,1
"3919","orf19.4239","","Ca21chr5",10.29170526,14.44880099,1,0.630437643,0.964347161,0.856474354,513644,511629,"C","Contig19-10202","C",40372,38345,0.649740042,0.036660913,1
"3923","orf19.4243","","Ca21chr5",28.87256234,18.20753047,1,0.379727062,0.583042045,0.301960961,524535,523657,"C","Contig19-10202","C",51158,50280,0.391360334,0.026552857,1
"3924","orf19.4244","","Ca21chr5",1.426421325,0,1,0.355728503,0.250399314,0.250399314,525349,524873,"C","Contig19-10202","C",51972,51496,0.66177136,0.040355756,1
"3929","orf19.4250","","Ca21chr5",15.40437107,7.40623461,1,0.688761453,0.522678675,0.477894345,534751,534227,"C","Contig19-10202","C",61374,60850,0.683527567,0.073011903,1
"3930","orf19.4251","ZCF22","Ca21chr5",65.31813745,66.11582862,1,0.768892539,0.93089553,0.751841434,535579,537678,"W","Contig19-10202","W",62956,64302,0.686650871,0.087638146,1
"3939","orf19.4264","","Ca21chr5",47.80384105,44.86992748,1,0.401904301,0.657256792,0.362128993,562920,563825,"W","Contig19-10202","W",89544,90449,0.629190784,0.03069418,1
"3947","orf19.4275","RAD9","Ca21chr5",0.848828689,0,1,0.328089146,0.363217468,0.363217468,586193,582669,"C","Contig19-10202","C",112819,109293,0.630504664,0.026776966,1
"3967","orf19.4305","","Ca21chr5",52.52127882,36.53889584,1,0.566228554,0.201333143,0.095885341,629119,628397,"C","Contig19-10202","C",155747,155025,0.52644936,0.030716713,1
"3968","orf19.4305.1","","Ca21chr5",59.23556746,82.74344936,1,0.944748143,0.577518989,0.385937678,629207,629716,"W","Contig19-10202","W",155835,156344,0.642825917,0.086391002,1
"3973","orf19.4310","","Ca21chr5",0,0,1,0,NA,NA,641235,640753,"C","Contig19-10202","C",167863,167381,0.484102556,0.02266271,1
"3980","orf19.4320","","Ca21chr5",3.172561912,0.831761254,1,0.425984402,0.625032521,0.422649731,654890,654510,"C","Contig19-10202","C",181518,181138,0.674753908,0.057546257,1
"3981","orf19.4321","","Ca21chr5",16.76811334,19.21789027,1,12.8683781,0.62120232,0.495453028,655423,654971,"C","Contig19-10202","C",182051,181599,0.684660904,0.051766685,1
"3984","orf19.4324","","Ca21chr5",59.67002392,3.914106451,0.076341947,0.545136814,0.294231985,0.215838661,660407,660961,"W","Contig19-10202","W",187035,187589,0.60566838,0.036448587,1
"3986","orf19.4326","","Ca21chr5",82.25120894,69.67898282,1,64.66029328,0.758847677,0.793814491,664935,666956,"W","Contig19-10202","W",191563,193584,0.574837542,0.031997402,1
"3988","orf19.4330","","Ca21chr5",53.61055644,19.91240243,1,0.38619013,0.398494945,0.122683432,672470,674542,"W","Contig19-10202","W",199098,201170,0.635913759,0.039540004,1
"3995","orf19.4340","","Ca21chr5",55.17347797,38.31750191,1,5.906662989,0.82516839,0.53776434,690022,689024,"C","Contig19-10202","C",216651,215653,0.514736061,0.025265855,1
"4006","orf19.2653","","Ca21chr5",22.13410857,12.75403611,1,0.367988917,0.604938324,0.232725283,740200,736919,"C","Contig19-10155","W",39019,42300,0.598898995,0.037082374,1
"4007","orf19.2652","TEF4","Ca21chr5",6.244590851,21.85157659,1,1.988266829,0.779657769,0.369977796,741779,742438,"W","Contig19-10155","C",37440,36781,0.5,0.030157598,1
"4014","orf19.2645","","Ca21chr5",92.19759961,79.14620271,1,2.647283144,0.961976058,0.964836766,760524,760844,"W","Contig19-10155","C",18695,18375,0.566805603,0.039835852,1
"4022","orf19.2638","","Ca21chr5",19.83347444,31.25371554,1,0.73202835,0.816045479,0.152686858,772041,772868,"W","Contig19-10155","C",7178,6351,0.58868956,0.033381293,1
"4039","orf19.6678","","Ca21chr5",8.866916098,25.69207461,1,23.08460184,0.462683078,0.248034386,811706,810585,"C","Contig19-2472","C",32520,31270,0.630763651,0.077138096,1
"4044","orf19.1123","","Ca21chr5",30.00089625,94.43742455,1,68.41977931,0.214905657,0.234717913,823867,823514,"C","Contig19-10093","W",34349,34702,0.609486709,0.027777553,1
"4045","orf19.1122","","Ca21chr5",71.84001055,43.78528345,1,15.39282507,0.861363969,0.7814323,824264,825106,"W","Contig19-10093","C",33952,33110,0.720718232,0.112737016,1
"4060","orf19.1106","","Ca21chr5",16.77455306,28.63967309,1,1.194263477,0.826423343,0.286783784,850948,848594,"C","Contig19-10093","W",7172,9622,0.597586967,0.041755616,1
"4061","orf19.1105.3","","Ca21chr5",28.93441609,35.05583458,1,2.462308758,0.548414579,0.183287128,855730,855473,"C","Contig19-10093","W",2486,3198,0.679705855,0.094273398,1
"4072","orf19.3210","","Ca21chr5",0,0,1,0,NA,NA,883072,882434,"C","Contig19-10171","W",7397,8035,0.537783739,0.024581922,1
"4075","orf19.1286","","Ca21chr5",0,1.177455671,1,1.462062776,0.422649731,0.422649731,896840,896484,"C","Contig19-10105","W",20301,20657,0.61313075,0.036003086,1
"4085","orf19.3897","","Ca21chr5",59.07186512,71.96578061,1,8.857916342,0.941895103,0.908337248,924687,925949,"W","Contig19-10194","W",7258,8520,0.601981258,0.048180283,1
"4086","orf19.3898","","Ca21chr5",55.41976841,81.13529644,1,18.35032182,0.651330376,0.373848495,927296,926613,"C","Contig19-10194","C",9867,9184,0.664294436,0.03623699,1
"4090","orf19.3902","","Ca21chr5",61.4035706,34.65235506,1,0.43000829,0.404514078,0.067496167,933782,934528,"W","Contig19-10194","W",16353,17099,0.622491906,0.033173688,1
"4092","orf19.3904","","Ca21chr5",8.449529356,2.485071411,1,0.294173371,0.818081592,0.398381,938012,937242,"C","Contig19-10194","C",20583,19813,0.632207343,0.026994494,1
"4093","orf19.3905","","Ca21chr5",58.06978838,52.96137105,1,3.099176936,0.712003611,0.589605697,939322,939963,"W","Contig19-10194","W",21893,22534,0.514836122,0.039280398,1
"4095","orf19.3907","","Ca21chr5",0,0,1,0,NA,NA,942666,942355,"C","Contig19-10194","C",25237,24926,0.603647307,0.022843601,1
"4108","orf19.3924","","Ca21chr5",1.658257405,0,1,0.367216433,0.363217468,0.363217468,968075,966936,"C","Contig19-10194","C",50743,49508,0.63631727,0.040490858,1
"4109","orf19.3925","","Ca21chr5",0,0,1,0,NA,NA,970682,970227,"C","Contig19-10194","C",53254,52799,0.588589346,0.034905017,1
"4121","orf19.3940","","Ca21chr5",67.81296479,36.9307203,1,0.943048574,0.12810477,0.122887634,991075,990173,"C","Contig19-10194","C",73649,72747,0.474741256,0.022897054,1
"4125","orf19.3942.1","RPL43A","Ca21chr5",27.44510855,11.598882,1,2.022488374,0.907529598,0.784885359,997796,997147,"C","Contig19-10194","C",80370,79721,0.673236446,0.046468697,1
"4141","orf19.3963","","Ca21chr5",30.22632949,32.29390212,1,37.20864704,0.996422284,0.997392522,1035482,1036357,"W","Contig19-10194","W",118056,118931,0.612115158,0.035012809,1
"4143","orf19.3965","","Ca21chr5",43.05764891,35.92469164,1,0.627577578,0.522316751,0.41895126,1038734,1038084,"C","Contig19-10194","C",121398,120658,0.617281303,0.045825839,1
"4144","orf19.3966","CRH12","Ca21chr5",8.853355549,19.73913531,1,15.79979336,0.262589267,0.183887667,1039173,1040687,"W","Contig19-10194","W",121747,123261,0.639784848,0.050653691,1
"4146","orf19.3968","","Ca21chr5",0,1.755532812,1,2.463321756,0.422649731,0.422649731,1051721,1052032,"W","Contig19-10194","W",134295,134606,0.631034884,0.034324773,1
"4149","orf19.3971","","Ca21chr5",94.31731742,65.74178255,1,0.359532915,0.746809717,0.12320869,1059086,1059844,"W","Contig19-10194","W",141660,142418,0.622183784,0.030444923,1
"4161","orf19.3986","PPR1","Ca21chr5",81.69174974,76.70987264,1,0.601754005,0.575093038,0.299750816,1094318,1091736,"C","Contig19-10194","C",176892,174310,0.615558184,0.023453843,1
"4177","orf19.4006","","Ca21chr5",99.73984132,76.54157957,1,15.54156044,0.779531394,0.807195134,1130323,1131381,"W","Contig19-10194","W",212897,213955,0.577869684,0.034409009,1
"4181","orf19.4011","","Ca21chr5",1.532394494,28.01317711,1,59.24061253,0.213628926,0.194934151,1137207,1138430,"W","Contig19-10194","W",219781,221004,0.59958218,0.048219042,1
"4187","orf19.4017","","Ca21chr5",7.863158354,0,1,0.494504272,0.174690947,0.174690947,1147497,1146553,"C","Contig19-10194","C",230071,229127,0.63910437,0.058873231,1
